Vin,Vout,Vbat,Iload,Ichg,Temp_bat,Temp_tx,mains_ok,mode_bat,fault_type
236.24,228.55,12.52,1.14,0.55,34.81,34.34,1,0,normal
238.44,30.34,10.51,17.41,0.0,47.33,103.42,1,0,short_circuit
231.77,213.86,12.0,8.1,0.88,39.19,47.21,1,0,normal
236.49,221.46,12.41,7.44,1.69,33.43,56.04,1,0,normal
227.72,223.86,12.9,2.57,0.73,30.83,47.08,1,0,normal
236.34,36.08,12.71,17.21,0.0,64.81,101.33,1,0,short_circuit
225.7,219.33,11.99,6.24,0.96,38.13,41.33,1,0,normal
238.51,221.58,12.39,0.66,1.25,23.9,43.62,1,0,normal
228.78,225.09,11.36,3.27,0.06,21.09,33.99,1,0,charging_fault
230.84,222.78,12.92,0.75,1.38,19.67,37.52,1,0,normal
223.16,226.81,13.47,3.32,0.84,21.69,24.65,1,0,normal
225.42,222.32,12.74,7.61,1.27,22.88,61.41,1,0,normal
236.04,217.38,9.74,3.38,0.1,28.14,49.84,1,1,battery_low
233.26,221.84,12.33,4.15,1.05,29.0,43.83,1,0,normal
236.58,63.27,12.46,21.02,0.0,72.76,109.01,1,0,short_circuit
231.42,223.48,12.98,5.28,0.13,28.08,38.76,1,0,normal
233.96,223.33,12.74,7.24,1.31,55.9,123.03,1,0,transformer_overheat
237.94,205.72,13.3,11.66,0.68,48.16,78.44,1,0,overload
236.53,188.89,13.1,13.59,0.1,45.3,62.87,1,0,overload
225.46,222.64,12.57,1.02,0.48,24.05,29.31,1,0,normal
110.54,217.65,10.88,3.82,0.0,29.33,48.95,0,1,mains_fail
232.36,227.74,12.97,3.73,0.05,24.05,48.0,1,0,normal
239.43,226.38,13.29,1.17,0.13,25.45,30.13,1,0,normal
231.89,224.76,11.95,5.92,0.1,32.66,35.9,1,0,charging_fault
239.1,229.58,13.42,4.9,0.83,24.07,40.33,1,0,normal
7.3,227.89,11.05,4.04,0.0,25.0,27.58,0,1,mains_fail
236.07,81.71,10.82,24.26,0.0,52.69,98.91,1,0,short_circuit
230.87,225.64,11.15,2.54,0.06,31.13,32.43,1,0,charging_fault
234.78,220.92,11.17,1.03,0.04,32.96,57.25,1,0,charging_fault
240.38,223.84,12.49,4.85,1.79,23.72,39.83,1,0,normal
225.52,225.76,12.44,1.76,1.03,35.01,29.89,1,0,normal
226.56,227.2,12.33,2.67,1.78,34.06,48.35,1,0,normal
229.89,220.96,12.22,0.16,0.3,21.65,44.09,1,0,normal
231.16,228.7,12.54,4.46,1.62,30.36,38.75,1,0,normal
230.91,217.58,9.96,1.07,0.09,21.73,37.93,1,1,battery_low
235.31,225.69,13.35,2.43,0.48,33.28,50.07,1,0,normal
235.03,227.45,12.65,4.81,0.55,27.81,35.48,1,0,normal
227.72,221.41,13.3,3.93,1.24,26.48,31.45,1,0,normal
230.91,226.9,12.17,7.83,0.36,38.78,31.59,1,0,normal
226.26,224.9,12.61,4.36,1.06,27.58,35.49,1,0,normal
226.83,225.52,12.01,4.7,0.95,33.12,46.37,1,0,normal
232.69,222.17,13.13,1.36,1.63,23.72,28.06,1,0,normal
231.76,215.9,10.36,7.75,0.15,33.29,62.22,1,1,battery_low
221.36,221.83,12.99,1.72,1.29,22.99,22.77,1,0,normal
232.87,220.32,12.2,2.86,0.99,26.58,33.59,1,0,normal
230.78,227.21,12.19,4.75,0.64,23.57,40.1,1,0,normal
220.88,219.31,13.56,0.36,0.37,34.92,48.15,1,0,normal
219.29,91.19,12.93,20.42,0.0,61.59,112.74,1,0,short_circuit
231.26,213.57,13.01,6.32,0.49,46.82,115.81,1,0,transformer_overheat
222.36,221.87,13.01,2.15,0.97,25.84,26.8,1,0,normal
20.47,211.64,10.24,1.82,0.0,36.4,31.09,0,1,mains_fail
223.26,202.77,12.8,13.64,0.53,55.68,84.32,1,0,overload
227.1,208.92,9.72,5.65,0.06,24.43,47.05,1,1,battery_low
229.23,220.88,12.03,3.86,0.27,23.12,31.03,1,0,normal
227.09,62.7,12.21,21.4,0.0,59.32,101.45,1,0,short_circuit
79.38,213.89,10.6,7.19,0.0,39.57,44.18,0,1,mains_fail
71.59,213.18,12.08,4.43,0.0,28.52,43.25,0,1,mains_fail
220.16,228.48,13.66,6.3,1.14,32.29,48.18,1,0,normal
233.76,227.92,12.23,7.8,0.94,30.98,40.9,1,0,normal
229.06,18.24,11.86,22.97,0.0,67.13,111.72,1,0,short_circuit
240.34,209.62,12.12,9.74,1.52,54.94,85.36,1,0,transformer_overheat
221.11,218.52,10.13,3.54,0.14,20.55,29.6,1,1,battery_low
228.13,225.64,12.22,4.34,1.25,30.86,45.01,1,0,normal
102.31,223.8,11.55,2.1,0.0,38.3,46.32,0,1,mains_fail
224.84,223.81,12.96,7.2,0.78,35.22,56.06,1,0,normal
226.77,227.49,13.7,6.83,0.98,32.09,55.36,1,0,normal
229.65,220.5,13.69,4.95,1.36,21.93,47.09,1,0,normal
230.67,223.47,12.94,3.39,2.01,23.57,44.79,1,0,normal
237.29,227.46,13.08,7.14,1.58,37.02,49.12,1,0,normal
235.12,225.0,13.55,6.49,0.43,35.38,45.95,1,0,normal
227.18,219.94,12.66,1.98,0.56,23.54,49.73,1,0,normal
226.63,226.81,13.4,1.23,1.77,34.73,29.73,1,0,normal
231.13,209.55,13.57,6.43,1.64,50.71,125.48,1,0,transformer_overheat
237.34,228.15,12.11,1.43,1.79,29.81,49.18,1,0,normal
227.9,216.72,9.9,1.02,0.08,28.51,29.52,1,1,battery_low
234.4,223.22,12.03,7.77,0.41,38.77,58.17,1,0,normal
11.6,222.66,11.79,6.09,0.0,40.19,50.3,0,1,mains_fail
232.91,222.99,12.2,3.56,1.01,23.88,47.93,1,0,normal
233.38,204.78,10.22,6.03,0.13,41.68,43.52,1,1,battery_low
219.46,227.1,12.03,2.26,1.45,25.39,42.41,1,0,normal
222.36,224.22,12.95,5.08,0.76,32.78,41.1,1,0,normal
239.12,224.09,12.97,6.4,0.32,35.5,35.83,1,0,normal
230.08,226.62,12.84,7.22,0.03,30.06,37.46,1,0,normal
238.75,195.1,12.78,9.63,0.64,51.54,70.2,1,0,overload
232.22,217.48,12.58,7.34,1.38,48.99,124.89,1,0,transformer_overheat
233.21,217.99,11.95,7.13,0.92,59.21,109.64,1,0,transformer_overheat
223.77,227.47,12.69,3.74,0.23,33.71,40.07,1,0,normal
239.37,217.77,10.22,1.68,0.13,36.96,39.67,1,1,battery_low
230.48,224.96,13.53,3.79,1.31,32.45,46.77,1,0,normal
221.97,213.9,13.26,6.45,0.84,53.67,121.38,1,0,transformer_overheat
231.98,208.14,10.53,7.82,0.06,45.4,38.59,1,1,battery_low
230.32,220.39,12.51,5.0,1.7,28.98,38.8,1,0,normal
227.82,227.15,13.48,4.53,1.08,32.84,28.04,1,0,normal
223.35,227.34,13.67,7.24,0.33,36.28,50.35,1,0,normal
240.46,225.69,12.62,3.59,0.85,30.2,31.29,1,0,normal
233.19,220.43,12.02,3.99,1.9,24.35,39.97,1,0,normal
225.51,196.03,12.71,14.65,0.24,44.9,70.93,1,0,overload
225.63,228.44,13.12,6.59,1.51,23.76,39.01,1,0,normal
62.36,212.55,9.93,5.52,0.0,20.68,53.59,0,1,mains_fail
220.28,219.38,12.6,7.78,1.61,52.09,128.29,1,0,transformer_overheat
226.77,220.7,13.38,1.16,2.07,30.57,38.36,1,0,normal
237.01,205.86,12.65,8.28,1.77,34.33,45.19,1,0,normal
235.01,220.47,13.76,1.35,1.49,28.72,51.27,1,0,normal
236.4,223.21,13.64,7.58,1.07,32.71,47.58,1,0,normal
236.27,223.41,12.53,3.97,0.0,29.37,42.2,1,0,normal
124.4,213.56,10.55,1.98,0.0,36.16,45.69,0,1,mains_fail
229.96,225.95,12.48,6.95,0.95,38.9,44.66,1,0,normal
228.65,223.77,13.25,7.92,1.79,24.18,35.21,1,0,normal
228.44,223.21,13.54,3.82,1.77,32.25,40.65,1,0,normal
220.32,229.04,13.36,7.2,0.81,34.34,53.25,1,0,normal
232.06,224.12,12.38,2.43,0.1,27.65,47.85,1,0,normal
235.16,226.77,13.09,2.89,0.52,34.21,52.25,1,0,normal
221.09,228.81,12.31,7.76,1.12,35.17,51.83,1,0,normal
239.93,229.27,12.99,3.19,0.94,32.68,48.45,1,0,normal
228.38,228.54,12.33,3.44,1.47,24.46,33.09,1,0,normal
234.87,212.78,12.74,7.57,1.35,43.28,110.96,1,0,transformer_overheat
147.81,215.67,10.86,3.92,0.0,36.9,32.71,0,1,mains_fail
227.12,212.93,12.77,9.57,0.6,56.51,94.72,1,0,transformer_overheat
224.5,227.32,13.69,2.64,0.65,25.43,33.62,1,0,normal
235.19,205.51,10.03,5.71,0.11,23.8,42.73,1,1,battery_low
235.13,229.76,12.09,4.99,0.87,23.17,30.5,1,0,normal
235.2,220.25,12.73,7.61,1.3,46.17,108.53,1,0,transformer_overheat
232.61,35.83,12.08,18.5,0.0,56.6,83.27,1,0,short_circuit
233.47,192.38,13.37,10.04,0.45,36.58,67.21,1,0,overload
222.61,64.77,12.39,17.73,0.0,63.79,97.91,1,0,short_circuit
221.53,223.08,12.75,6.04,1.09,27.68,53.67,1,0,normal
233.14,205.62,10.7,3.94,0.04,36.11,32.4,1,1,battery_low
221.64,229.51,12.07,7.89,1.52,25.89,58.79,1,0,normal
227.82,190.77,12.88,12.22,0.94,51.5,69.13,1,0,overload
229.39,221.18,12.99,4.05,0.25,27.7,28.11,1,0,normal
220.56,228.58,11.84,6.21,0.02,46.3,40.8,1,0,charging_fault
220.42,226.99,12.82,7.86,1.53,34.1,47.73,1,0,normal
234.89,6.38,11.06,18.67,0.0,69.63,94.7,1,0,short_circuit
229.64,229.78,12.89,4.07,0.44,29.65,42.33,1,0,normal
226.3,81.93,11.46,24.83,0.0,63.93,88.36,1,0,short_circuit
230.3,222.85,13.47,1.65,1.43,23.54,42.22,1,0,normal
220.57,219.87,9.82,5.35,0.05,35.46,41.12,1,1,battery_low
238.31,226.43,12.17,0.15,1.46,24.65,42.01,1,0,normal
221.25,227.86,12.04,2.32,1.89,21.9,28.33,1,0,normal
234.0,220.14,13.23,1.81,0.45,28.82,27.04,1,0,normal
237.05,220.41,12.71,4.77,0.56,33.22,30.17,1,0,normal
232.23,204.29,9.97,2.13,0.08,37.95,29.57,1,1,battery_low
236.88,224.67,12.59,2.48,0.0,23.35,26.87,1,0,normal
228.15,225.29,13.22,4.11,0.57,32.88,29.4,1,0,normal
233.95,227.04,13.74,1.82,1.17,23.49,23.1,1,0,normal
234.98,224.66,12.62,6.51,0.84,32.33,59.65,1,0,normal
227.38,222.38,13.63,3.08,0.0,25.23,49.43,1,0,normal
229.19,206.06,10.47,6.92,0.09,42.36,57.15,1,1,battery_low
224.26,223.82,13.06,3.87,0.28,34.35,51.69,1,0,normal
222.77,206.11,13.33,9.52,1.93,56.88,95.89,1,0,transformer_overheat
224.14,226.59,13.76,3.58,0.11,25.99,40.82,1,0,normal
240.28,226.05,12.94,1.02,1.29,22.49,37.33,1,0,normal
227.81,226.73,11.52,5.69,0.1,30.21,51.37,1,0,charging_fault
222.48,229.37,12.25,3.62,0.65,30.84,48.04,1,0,normal
226.8,195.17,12.83,11.98,0.97,46.08,66.84,1,0,overload
232.24,230.52,13.19,0.12,1.09,34.2,43.97,1,0,normal
230.31,200.61,9.19,2.05,0.13,34.27,28.16,1,1,battery_low
226.51,220.82,12.69,5.22,0.98,28.92,26.93,1,0,normal
229.19,215.05,9.48,2.26,0.2,31.89,32.09,1,1,battery_low
238.35,223.1,12.28,1.14,1.15,33.33,27.21,1,0,normal
220.14,229.36,12.3,0.93,0.92,20.41,34.8,1,0,normal
230.37,230.06,12.71,2.0,1.61,31.3,41.0,1,0,normal
231.17,223.02,13.27,1.53,0.63,22.43,41.12,1,0,normal
227.44,227.44,12.33,4.15,1.34,26.41,40.35,1,0,normal
238.72,195.39,12.5,10.22,0.86,39.52,68.61,1,0,overload
227.28,220.79,13.39,5.16,0.35,27.88,33.04,1,0,normal
229.31,220.2,13.66,7.52,0.31,40.88,48.29,1,0,normal
238.6,219.93,11.42,3.08,0.11,39.99,43.33,1,0,charging_fault
235.11,228.35,13.08,0.59,0.0,26.02,36.5,1,0,normal
239.83,229.18,13.28,1.45,1.44,29.74,33.15,1,0,normal
237.46,188.56,13.28,13.97,0.05,33.73,85.05,1,0,overload
227.31,227.14,12.1,6.46,0.27,37.59,56.26,1,0,normal
224.38,228.68,11.64,4.03,0.01,25.71,28.85,1,0,charging_fault
235.47,220.77,11.75,0.85,0.07,43.61,48.94,1,0,charging_fault
235.75,215.07,12.47,6.93,1.87,43.63,95.14,1,0,transformer_overheat
231.23,205.63,13.21,8.61,0.66,31.85,51.64,1,0,normal
232.81,225.79,12.02,2.85,0.14,29.27,33.9,1,0,normal
231.82,214.57,9.94,6.06,0.0,39.74,39.65,1,1,battery_low
220.17,203.87,9.63,2.86,0.06,36.91,35.99,1,1,battery_low
230.51,227.53,12.45,4.12,0.0,33.02,40.19,1,0,normal
221.27,222.07,12.24,6.72,0.63,36.45,62.21,1,0,normal
50.52,217.0,10.96,5.17,0.0,34.2,32.09,0,1,mains_fail
172.12,222.78,10.7,6.88,0.0,30.46,34.69,0,1,mains_fail
25.28,215.27,10.57,7.7,0.0,43.65,55.72,0,1,mains_fail
237.02,221.71,13.58,3.91,1.82,28.72,31.04,1,0,normal
230.97,221.82,12.73,7.87,1.52,44.89,108.33,1,0,transformer_overheat
220.62,221.07,12.02,7.13,1.82,61.79,125.38,1,0,transformer_overheat
240.87,219.37,13.56,3.84,1.12,27.51,48.85,1,0,normal
224.53,202.35,9.7,7.78,0.05,26.62,44.59,1,1,battery_low
236.38,221.1,13.6,7.16,0.11,27.61,60.54,1,0,normal
240.16,224.26,12.82,3.27,0.65,34.06,46.0,1,0,normal
230.04,228.06,12.38,0.13,1.6,32.95,47.55,1,0,normal
231.93,226.86,12.47,6.98,1.19,36.14,56.5,1,0,normal
227.1,219.94,12.19,6.72,0.13,33.6,52.33,1,0,normal
226.88,211.05,12.5,6.34,1.14,42.25,121.99,1,0,transformer_overheat
173.95,213.83,11.06,2.47,0.0,25.73,38.69,0,1,mains_fail
239.28,224.32,12.1,7.2,1.17,36.54,37.79,1,0,normal
26.3,223.67,10.62,7.87,0.0,34.94,56.72,0,1,mains_fail
230.31,223.71,12.95,2.32,0.24,26.11,35.76,1,0,normal
229.2,220.5,12.61,5.09,0.17,35.32,31.33,1,0,normal
233.49,211.88,13.24,6.87,1.54,52.22,119.36,1,0,transformer_overheat
228.79,197.06,12.6,12.67,0.81,36.86,62.37,1,0,overload
229.64,224.39,12.42,6.24,0.66,30.27,36.42,1,0,normal
233.02,209.05,9.73,3.27,0.18,32.78,42.57,1,1,battery_low
232.33,226.5,12.52,6.05,0.43,35.89,51.0,1,0,normal
230.01,222.04,11.97,5.06,1.27,26.76,26.73,1,0,normal
226.01,226.94,12.72,3.6,1.95,32.36,37.07,1,0,normal
222.85,225.76,12.14,1.07,0.57,32.38,25.46,1,0,normal
235.05,228.4,13.14,0.94,1.05,26.36,47.64,1,0,normal
220.78,222.85,13.66,7.44,1.0,33.56,61.95,1,0,normal
227.06,205.12,9.85,5.79,0.17,29.84,28.47,1,1,battery_low
232.63,224.52,13.31,2.51,0.13,24.36,31.7,1,0,normal
234.65,224.03,12.97,7.72,1.63,31.41,55.24,1,0,normal
224.46,229.75,13.3,2.64,0.3,33.85,32.46,1,0,normal
227.58,226.79,12.71,7.46,1.86,35.86,54.81,1,0,normal
225.56,203.33,12.62,9.71,1.77,45.59,99.72,1,0,transformer_overheat
236.21,220.99,12.52,2.77,0.38,25.01,48.04,1,0,normal
233.96,208.41,9.8,0.97,0.06,33.05,43.05,1,1,battery_low
221.38,225.35,12.69,1.09,1.47,20.32,39.11,1,0,normal
225.21,219.94,12.99,6.23,1.41,35.83,49.48,1,0,normal
225.77,223.34,12.16,3.24,0.2,21.1,40.54,1,0,normal
235.68,229.93,12.31,4.21,0.62,29.72,30.41,1,0,normal
232.26,223.49,12.59,1.0,1.29,35.56,41.61,1,0,normal
222.03,215.75,10.57,4.19,0.06,24.02,31.62,1,1,battery_low
230.49,223.87,12.51,6.31,0.25,25.62,44.49,1,0,normal
227.96,226.57,13.92,1.0,0.64,22.26,45.52,1,0,normal
229.6,227.28,12.23,6.08,0.76,25.77,46.6,1,0,normal
222.98,228.19,13.47,4.63,0.35,23.59,29.99,1,0,normal
227.96,223.26,12.6,6.86,0.78,36.12,58.72,1,0,normal
223.81,221.2,13.2,0.57,0.59,21.95,37.03,1,0,normal
239.51,204.92,13.43,10.85,0.57,45.79,73.59,1,0,overload
229.19,223.04,13.79,4.33,1.66,24.65,29.41,1,0,normal
238.16,219.93,12.41,4.6,0.62,24.59,35.35,1,0,normal
226.04,222.54,12.98,6.01,1.99,56.62,119.5,1,0,transformer_overheat
236.41,193.87,12.4,9.83,1.4,46.46,96.34,1,0,transformer_overheat
42.06,228.63,10.84,0.79,0.0,30.63,41.3,0,1,mains_fail
234.39,221.78,12.62,4.43,0.62,30.03,43.69,1,0,normal
237.02,226.22,12.47,3.7,0.4,21.97,33.72,1,0,normal
223.86,207.22,9.84,5.75,0.01,32.37,29.3,1,1,battery_low
231.59,227.4,12.79,1.83,1.03,21.45,31.75,1,0,normal
229.9,222.01,13.7,2.21,1.99,21.96,40.92,1,0,normal
238.98,222.4,13.28,1.11,0.98,28.51,28.54,1,0,normal
221.34,225.79,12.29,7.22,0.62,27.74,51.11,1,0,normal
232.95,229.95,12.7,3.37,1.18,31.96,32.02,1,0,normal
78.32,216.62,11.05,3.13,0.0,35.18,46.5,0,1,mains_fail
226.76,221.4,11.84,6.5,0.03,38.14,41.88,1,0,charging_fault
226.36,222.14,12.31,7.21,0.92,28.99,39.17,1,0,normal
228.67,224.97,13.44,3.33,0.35,34.16,36.04,1,0,normal
237.12,219.72,12.62,6.64,2.05,30.27,59.55,1,0,normal
230.25,216.21,10.56,4.78,0.08,31.19,52.99,1,1,battery_low
222.65,222.22,13.02,4.44,1.74,31.46,40.68,1,0,normal
157.63,221.75,11.61,5.92,0.0,25.07,48.19,0,1,mains_fail
227.65,223.9,11.97,0.8,0.02,35.57,39.05,1,0,charging_fault
225.66,216.7,10.14,7.52,0.06,39.65,61.3,1,1,battery_low
239.26,218.52,9.93,3.26,0.09,34.36,34.99,1,1,battery_low
222.65,226.0,13.52,0.35,0.84,32.31,37.04,1,0,normal
236.0,224.89,12.71,7.08,1.27,23.93,45.85,1,0,normal
232.42,214.53,12.26,12.48,0.09,52.26,73.44,1,0,overload
144.85,215.14,12.01,7.38,0.0,29.86,51.67,0,1,mains_fail
233.54,226.26,11.01,3.27,0.01,33.03,38.16,1,0,charging_fault
238.61,220.38,13.72,2.9,0.04,31.78,33.02,1,0,normal
225.83,199.26,13.1,10.35,0.99,40.06,78.87,1,0,overload
232.39,211.64,9.31,2.42,0.11,29.46,29.97,1,1,battery_low
225.58,207.86,9.9,1.28,0.04,35.86,27.9,1,1,battery_low
219.56,224.41,13.34,2.43,1.02,31.11,30.43,1,0,normal
113.47,227.86,11.24,5.5,0.0,26.93,51.34,0,1,mains_fail
229.22,220.11,13.18,7.58,1.18,28.71,44.25,1,0,normal
232.45,223.66,12.42,2.99,0.24,21.59,26.39,1,0,normal
233.39,201.42,12.41,10.02,1.09,47.87,128.23,1,0,transformer_overheat
220.86,222.3,12.12,2.2,0.36,20.68,47.4,1,0,normal
230.09,202.32,13.08,8.8,0.02,42.14,87.9,1,0,overload
221.56,223.16,13.3,3.11,0.71,32.3,29.77,1,0,normal
224.27,222.56,11.66,7.05,0.03,45.73,64.26,1,0,charging_fault
226.52,226.7,13.44,1.84,0.96,21.98,29.52,1,0,normal
221.48,220.81,13.51,1.96,0.15,24.38,34.81,1,0,normal
233.89,226.63,13.72,6.5,0.28,36.93,50.31,1,0,normal
232.59,199.43,12.27,9.55,1.28,55.01,116.88,1,0,transformer_overheat
219.54,222.31,12.43,6.84,1.43,37.83,53.41,1,0,normal
235.92,221.65,13.49,2.89,0.23,24.98,45.58,1,0,normal
234.28,216.24,12.95,6.34,1.59,57.54,121.03,1,0,transformer_overheat
236.87,206.36,13.16,8.12,1.06,57.38,124.78,1,0,transformer_overheat
149.46,224.03,11.89,6.33,0.0,26.3,58.74,0,1,mains_fail
227.07,227.89,13.53,4.91,0.59,30.0,33.39,1,0,normal
227.13,220.47,12.53,6.24,1.17,37.11,39.86,1,0,normal
225.07,221.2,13.16,5.41,2.02,25.95,50.33,1,0,normal
224.11,221.6,12.26,6.61,0.15,30.38,44.99,1,0,normal
233.24,228.2,13.52,7.42,0.58,26.73,47.88,1,0,normal
237.39,229.47,12.55,7.32,0.47,38.2,34.55,1,0,normal
233.65,225.27,13.06,4.91,0.31,32.23,31.18,1,0,normal
236.45,226.68,13.43,1.23,1.41,21.64,47.42,1,0,normal
235.51,222.79,13.42,4.18,1.54,32.67,31.59,1,0,normal
238.56,222.99,10.98,6.36,0.05,47.31,61.5,1,0,charging_fault
222.81,224.89,12.76,2.94,1.43,23.81,25.97,1,0,normal
60.79,227.23,11.46,2.65,0.0,24.41,27.12,0,1,mains_fail
227.75,228.92,12.51,5.75,0.51,24.82,37.99,1,0,normal
219.12,215.02,12.42,7.51,1.06,53.5,105.93,1,0,transformer_overheat
229.82,228.18,13.35,6.5,1.17,42.0,56.18,1,0,normal
222.95,220.14,12.35,5.74,0.71,28.32,46.05,1,0,normal
236.58,34.77,12.36,18.72,0.0,46.05,98.15,1,0,short_circuit
237.63,229.31,13.19,5.14,0.73,28.3,24.57,1,0,normal
239.23,222.17,12.52,4.11,0.15,23.4,29.05,1,0,normal
226.47,217.93,9.77,1.8,0.12,29.62,36.47,1,1,battery_low
230.46,223.98,12.83,3.66,1.7,28.74,26.9,1,0,normal
224.92,224.33,13.48,4.12,1.02,27.06,39.36,1,0,normal
148.17,210.1,10.76,6.81,0.0,42.05,53.48,0,1,mains_fail
229.44,97.24,11.25,22.17,0.0,60.15,97.43,1,0,short_circuit
224.31,225.68,12.58,7.69,0.92,26.23,56.66,1,0,normal
234.42,213.63,9.75,4.29,0.06,34.57,45.0,1,1,battery_low
224.57,221.6,13.44,5.25,0.21,20.2,31.66,1,0,normal
232.08,225.79,11.69,3.72,0.02,27.17,33.3,1,0,charging_fault
229.37,220.9,12.67,2.81,0.22,27.82,30.07,1,0,normal
226.52,229.51,12.36,0.63,0.79,28.46,42.92,1,0,normal
224.07,209.64,12.55,9.43,1.87,58.79,107.79,1,0,transformer_overheat
222.86,227.37,12.24,3.3,1.06,25.29,29.26,1,0,normal
227.25,228.71,13.58,4.74,0.4,23.5,43.46,1,0,normal
225.55,216.14,13.22,6.27,1.13,44.31,94.56,1,0,transformer_overheat
237.5,224.16,12.71,2.7,1.43,32.89,48.14,1,0,normal
219.92,221.14,12.85,3.79,1.18,33.26,28.65,1,0,normal
8.14,216.95,10.91,4.73,0.0,29.56,30.13,0,1,mains_fail
229.33,225.94,13.17,6.3,1.72,27.81,52.13,1,0,normal
226.86,198.84,12.8,8.02,1.06,47.35,129.4,1,0,transformer_overheat
225.49,228.18,12.85,5.89,1.72,33.35,47.77,1,0,normal
233.54,223.35,12.49,1.58,1.1,26.1,25.87,1,0,normal
237.46,229.87,12.03,6.74,1.97,25.21,57.82,1,0,normal
226.71,225.95,13.52,7.16,0.63,26.86,55.31,1,0,normal
233.3,228.07,12.17,1.94,1.36,24.48,34.31,1,0,normal
236.87,230.31,11.82,3.95,0.0,40.19,58.16,1,0,charging_fault
220.04,43.55,11.58,19.96,0.0,64.13,81.02,1,0,short_circuit
220.66,225.46,12.4,3.58,1.45,24.61,32.23,1,0,normal
223.46,225.72,12.77,5.4,0.58,26.2,37.2,1,0,normal
238.55,223.67,13.12,6.02,0.43,37.43,54.53,1,0,normal
224.38,229.31,12.53,1.37,1.04,22.95,44.29,1,0,normal
231.24,222.51,13.51,5.08,1.04,25.99,47.36,1,0,normal
230.13,221.5,12.64,2.16,1.37,21.18,47.97,1,0,normal
228.81,229.31,12.62,1.58,1.91,31.67,44.48,1,0,normal
227.4,198.83,13.5,14.21,0.21,51.25,66.34,1,0,overload
237.84,217.8,12.85,7.18,1.25,45.88,127.51,1,0,transformer_overheat
237.56,193.69,13.46,8.78,0.59,50.22,111.97,1,0,transformer_overheat
65.6,220.25,10.6,5.69,0.0,36.02,44.5,0,1,mains_fail
234.02,229.95,13.37,5.92,0.86,24.56,31.48,1,0,normal
233.95,222.84,13.66,5.5,1.33,32.61,30.29,1,0,normal
221.88,218.84,12.41,2.17,0.2,20.74,34.99,1,0,normal
237.52,38.29,10.58,24.45,0.0,65.1,106.26,1,0,short_circuit
220.78,222.8,13.21,1.03,1.27,33.85,34.61,1,0,normal
226.08,214.86,12.47,6.86,1.88,52.29,98.69,1,0,transformer_overheat
231.02,222.38,13.56,0.9,0.79,22.48,37.13,1,0,normal
240.03,222.17,12.8,1.41,0.47,34.54,40.02,1,0,normal
135.39,211.2,11.25,5.86,0.0,34.72,50.0,0,1,mains_fail
226.43,226.06,13.54,3.63,0.0,23.67,51.3,1,0,normal
230.56,225.76,13.22,1.96,1.57,30.79,26.99,1,0,normal
220.95,189.49,12.6,10.49,0.06,49.04,70.28,1,0,overload
231.98,186.72,12.06,13.88,0.31,47.08,71.21,1,0,overload
227.0,222.86,12.43,4.94,1.65,33.57,45.31,1,0,normal
230.97,225.78,11.55,5.23,0.02,44.35,26.93,1,0,charging_fault
235.13,229.76,12.19,1.22,1.02,35.28,34.45,1,0,normal
224.98,226.92,12.75,5.85,1.72,27.86,48.21,1,0,normal
237.21,221.75,11.85,7.86,0.04,36.13,40.58,1,0,charging_fault
234.83,223.76,13.74,5.86,0.13,32.07,40.94,1,0,normal
221.97,228.81,12.69,1.23,1.49,28.99,48.71,1,0,normal
229.97,221.29,11.58,6.1,0.0,48.21,42.09,1,0,charging_fault
236.73,211.29,12.47,7.43,1.94,61.26,119.95,1,0,transformer_overheat
230.76,201.52,12.91,14.61,0.36,45.7,79.26,1,0,overload
238.61,226.54,13.8,1.62,0.7,23.46,34.41,1,0,normal
225.51,199.7,12.17,8.73,0.52,37.4,59.54,1,0,overload
228.72,228.78,12.59,3.98,1.64,33.94,25.63,1,0,normal
225.96,220.3,13.68,4.95,1.12,25.26,46.2,1,0,normal
222.73,222.55,11.92,6.76,1.08,42.59,107.97,1,0,transformer_overheat
229.22,228.02,13.03,2.67,1.24,22.89,41.48,1,0,normal
175.39,210.95,11.83,2.76,0.0,25.31,50.66,0,1,mains_fail
226.47,229.23,13.73,6.06,1.22,35.57,48.15,1,0,normal
221.74,227.98,11.99,7.19,1.83,34.58,43.4,1,0,normal
227.94,207.72,9.21,7.09,0.05,38.51,65.33,1,1,battery_low
235.77,224.5,13.28,7.17,0.13,27.65,40.1,1,0,normal
240.1,221.11,12.33,1.58,0.47,29.62,39.69,1,0,normal
55.17,222.09,10.64,1.99,0.0,26.8,40.38,0,1,mains_fail
226.41,194.79,13.43,11.12,0.99,51.78,75.59,1,0,overload
237.32,221.57,13.59,7.57,0.66,39.2,47.6,1,0,normal
49.44,215.14,9.82,6.48,0.0,38.14,50.17,0,1,mains_fail
234.78,220.98,13.49,7.59,0.06,28.84,40.78,1,0,normal
156.89,210.59,10.53,5.14,0.0,35.16,41.05,0,1,mains_fail
224.72,227.63,12.39,1.26,0.89,28.71,31.75,1,0,normal
229.21,223.83,13.33,1.53,1.34,22.24,40.79,1,0,normal
237.43,54.59,12.78,20.53,0.0,78.1,87.94,1,0,short_circuit
224.93,220.57,12.41,6.73,1.34,28.31,43.5,1,0,normal
238.29,228.26,12.83,6.14,0.0,36.55,55.8,1,0,normal
227.22,208.23,10.11,2.62,0.13,25.74,48.83,1,1,battery_low
